round_id,target_date,price_date,option_id,symbol,price,price_source,published
CB-2026-09-03-1M,2026-09-04,2026-09-04,AEROSPACE_DEFENSE,ITA,225.61,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,CASH,,1.0,cash,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,CYBERSECURITY,CIBR,94.59,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,INDUSTRIALS,XLI,175.27,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,MOMENTUM,MTUM,304.86,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,REGIONAL_BANKS,KRE,75.27,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,SEMICONDUCTORS,SMH,567.01,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,SMALL_CAP,IWM,296.01,tiingo_eod,True
CB-2026-09-03-1M,2026-09-04,2026-09-04,SP500,SPY,770.19,tiingo_eod,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,AEROSPACE_DEFENSE,ITA,223.52999877929688,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,CASH,,1.0,cash,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,CYBERSECURITY,CIBR,94.01000213623047,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,INDUSTRIALS,XLI,174.4199981689453,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,MOMENTUM,MTUM,308.69000244140625,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,REGIONAL_BANKS,KRE,74.30999755859375,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,SEMICONDUCTORS,SMH,573.72998046875,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,SMALL_CAP,IWM,294.6700134277344,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-08,2026-09-08,SP500,SPY,765.9600219726562,yahoo_chart_adjclose,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,AEROSPACE_DEFENSE,ITA,219.45,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,CASH,,1.0,cash,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,CYBERSECURITY,CIBR,94.48,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,INDUSTRIALS,XLI,171.79,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,MOMENTUM,MTUM,309.29,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,REGIONAL_BANKS,KRE,73.45,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,SEMICONDUCTORS,SMH,574.29,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,SMALL_CAP,IWM,290.64,tiingo_eod,True
CB-2026-09-03-1M,2026-09-09,2026-09-09,SP500,SPY,762.4,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,AEROSPACE_DEFENSE,ITA,218.32,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,CASH,,1.0,cash,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,CYBERSECURITY,CIBR,94.16,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,INDUSTRIALS,XLI,170.55,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,MOMENTUM,MTUM,303.15,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,REGIONAL_BANKS,KRE,73.81,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,SEMICONDUCTORS,SMH,560.28,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,SMALL_CAP,IWM,287.7,tiingo_eod,True
CB-2026-09-03-1M,2026-09-10,2026-09-10,SP500,SPY,757.83,tiingo_eod,True
CB-2026-09-03-1M,2026-09-11,2026-09-11,AEROSPACE_DEFENSE,ITA,219.01,tiingo_eod,True
CB-2026-09-03-1M,2026-09-11,2026-09-11,CASH,,1.0,cash,True
CB-2026-09-03-1M,2026-09-11,2026-09-11,CYBERSECURITY,CIBR,94.4,tiingo_eod,True
CB-2026-09-03-1M,2026-09-11,2026-09-11,INDUSTRIALS,XLI,172.37,tiingo_eod,True
