round_id,target_date,price_date,option_id,symbol,price,price_source,published
CB-2026-09-09-1W,2026-09-09,2026-09-09,CASH,,1.0,cash,True
CB-2026-09-09-1W,2026-09-09,2026-09-09,CONSUMER_DISCRETIONARY,XLY,112.46,tiingo_eod,True
CB-2026-09-09-1W,2026-09-09,2026-09-09,CYBERSECURITY,CIBR,94.48,tiingo_eod,True
CB-2026-09-09-1W,2026-09-09,2026-09-09,DIVIDEND,SCHD,34.09,tiingo_eod,True
CB-2026-09-09-1W,2026-09-09,2026-09-09,GOLD,IAU,82.69,tiingo_eod,True
CB-2026-09-09-1W,2026-09-09,2026-09-09,SOFTWARE,IGV,101.83,tiingo_eod,True
CB-2026-09-09-1W,2026-09-09,2026-09-09,SP500,SPY,762.4,tiingo_eod,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,CASH,,1.0,cash,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,CONSUMER_DISCRETIONARY,XLY,111.96,tiingo_eod,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,CYBERSECURITY,CIBR,94.16,tiingo_eod,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,DIVIDEND,SCHD,33.99,tiingo_eod,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,GOLD,IAU,81.27,tiingo_eod,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,SOFTWARE,IGV,101.2,tiingo_eod,True
CB-2026-09-09-1W,2026-09-10,2026-09-10,SP500,SPY,757.83,tiingo_eod,True
