round_id,target_date,price_date,option_id,symbol,price,price_source,published
CB-2026-08-09-1M,2026-08-10,2026-08-10,BIOTECH,XBI,158.03,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,CASH,,1.0,cash,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,CYBERSECURITY,CIBR,100.6,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,EQUAL_WEIGHT_SP500,RSP,220.22,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,GOLD,IAU,82.51,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,OIL,USO,125.92,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,SEMICONDUCTORS,SMH,569.41,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,SOFTWARE,IGV,105.01,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,SP500,SPY,773.03,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,TAIWAN,EWT,102.18,tiingo_eod,True
CB-2026-08-09-1M,2026-08-10,2026-08-10,US_DOLLAR,UUP,28.14,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,BIOTECH,XBI,158.07,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,CASH,,1.0,cash,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,CYBERSECURITY,CIBR,99.92,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,EQUAL_WEIGHT_SP500,RSP,220.69,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,GOLD,IAU,82.18,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,OIL,USO,127.61,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,SEMICONDUCTORS,SMH,572.93,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,SOFTWARE,IGV,103.92,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,SP500,SPY,770.56,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,TAIWAN,EWT,103.94,tiingo_eod,True
CB-2026-08-09-1M,2026-08-11,2026-08-11,US_DOLLAR,UUP,28.14,tiingo_eod,True
